Series Name,Series Code,Country Name,Country Code,1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kuwait,KWT,..,5.293682132,4.760787992,3.548528126,3.313990974,4.127006677,5.954296749,6.830511261,6.754863813,6.434108527,7.236209879,5.976255415,8.236618742,8.539829203,48.51726727,117.3498232,31.78602445,12.44021918,13.25923878,13.58158131,10.29264847,8.086475871,8.796559793,7.590223879,7.150148657,7.700626085,7.39919407,6.54392425,5.804460886,4.343025942,3.542645786,3.590326759,3.006072721,3.971806323,3.756148142,3.501397266,3.41374158,3.271531827,3.585618421,5.007469397,5.893519443,5.607445364,5.190854737,5.323116693,6.472172835,6.351581366,4.510754268,4.768858417,4.840932474,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.642307506,1.531794498,2.586361821,3.458615927,2.988273153,3.112267278,2.66756189,2.685206384,2.878896048,2.34503697,2.726698046,2.865869802,2.84851137,3.07769239,3.168898182,3.057500791,2.904872391,3.176100583,3.846174354,3.398835935,3.207259028,3.196204054,3.375892826,3.451652933,3.344017776,3.104890702,3.028545155,2.710686235,3.107183714,2.840273088,2.904370006,3.454905932,2.966203737,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.67531237,8.107511278,7.522004062,5.834195587,4.186706844,3.839007037,2.594217254,1.057742579,0.791543217,0.717115235,0.583934898,0.492156926,0.433725286,0.392508609,0.343162745,0.312173796,0.273820907,0.217194753,0.204567129,0.212126552,0.199455065,0.189895182,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.735295406,0.838757227,0.831537179,0.657943813,0.598268337,0.604779501,0.772368809,0.901766971,1.061803234,1.591799443,1.68220335,1.65869012,1.671421058,1.79995995,1.636499366,1.70435876,1.415934988,1.10611728,1.107376266,0.942934638,0.972846249,0.978038881,1.073522476,1.501744579,1.652757368,2.134730022,2.090168022,2.227595217,2.155779875,2.254619311,2.970169569,3.257991545,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lebanon,LBN,12.12490851,4.732284425,8.489601091,10.07174888,12.35714286,9.583333333,9.286451306,13.45562059,10.9687267,6.286976015,5.26383955,1.121846578,1.186578171,..,7.551951343,5.154888674,7.983998316,6.011278768,6.997713166,6.711927989,5.661852427,4.305154639,4.023252256,4.770439292,5.392100304,5.447896245,4.753300903,4.675691109,4.511192298,4.47739528,4.581430853,4.641005074,4.016241194,4.028867585,4.123946872,4.073756769,3.992143794,4.129082733,4.719941514,4.485170825,5.095980553,4.603397368,5.055520974,4.739382778,3.026658365,1.6090543,1.395037643,1.624092346,2.588285382,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lesotho,LSO,1.551791277,1.438132064,1.505608283,1.851207532,3.158536585,3.311510353,4.357736659,4.013056836,3.979143798,4.314099075,4.839987326,4.181313074,3.369755245,4.307714659,3.550475988,2.888846955,2.706453525,2.475472663,2.74112241,3.241889376,2.824673663,2.712177347,2.851928467,3.562451192,3.284926128,2.744178023,2.516392953,2.369000919,2.131662938,2.049259616,2.074224991,2.368154586,1.547920806,2.72268167,3.162528742,2.255522958,2.148239788,2.026531875,1.953796076,1.865753001,1.963888427,2.270814531,1.999382929,1.875404217,1.881468032,1.53556598,1.472901527,1.625279784,1.567450144,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Liberia,LBR,1.072565778,1.151560178,1.240936977,1.154649306,1.491751492,3.112817484,5.017941891,4.706096672,2.940483206,2.95430518,2.895362663,2.287212171,2.407781951,..,..,7.183908046,10.13422819,18.98379052,29.72768533,..,..,..,..,..,..,..,..,..,0.504459309,0.685063559,0.351713255,0.214434524,0.292064439,0.38184136,0.456866734,0.535918803,0.567439252,0.496435611,0.4702589,0.478622251,0.451842752,0.401550738,0.405300245,0.418863636,0.424794205,0.847050442,1.31348767,1.424100228,0.711206897,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Libya,LBY,1.968616262,2.463994447,3.799226442,3.220749426,2.922364358,1.755113763,2.240525777,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.078026716,5.297441532,3.783860245,3.146863674,2.413507858,2.06923852,2.072048072,2.071074457,1.52811116,1.120335406,0.946677517,1.489851081,..,..,..,3.745603827,7.639330848,15.4795763,..,..,..,..,..,..,..,4.346660464,5.28705131,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.812260643,0.493377598,0.451480223,0.501283931,0.743584548,1.223940475,0.965770667,1.215490309,1.361025834,1.270938462,1.120833819,1.191040625,1.163118413,1.1677918,1.112731351,1.130811184,1.079735128,0.890423907,0.797082443,0.769173394,0.766528273,0.883731669,1.134860851,1.480138332,1.712141173,1.94787933,1.984190119,2.04915558,1.94955292,2.444575879,2.713000529,3.118174864,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Luxembourg,LUX,0.890996863,0.906504943,0.929190841,0.918695859,1.041844203,1.093420029,1.077152008,1.088241294,1.042169628,0.867554425,0.833086845,0.915915919,0.951494529,0.78845832,0.788344681,0.811385163,0.827198401,0.707154434,0.741561436,0.616312295,0.611795282,0.619164073,0.641796393,0.580380839,0.546329291,0.677211501,0.588787409,0.606265559,0.605730958,0.584776157,0.520787713,0.501624007,0.364912795,0.371311757,0.441009497,0.376775589,0.358937252,0.358492376,0.366856826,0.415571528,0.378949157,0.495110917,0.500655643,0.54619838,0.578077082,0.471249236,0.625325775,0.773179422,0.962679157,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Madagascar,MDG,1.880209574,2.307199316,2.419852035,2.927239119,2.768918527,2.978453739,..,..,1.873156342,1.780054933,1.551935381,1.429040137,1.347183426,1.210865332,1.231511045,1.296349058,0.769921868,1.122324017,0.926473487,0.85988797,1.237634442,1.481912359,1.348927492,1.210229217,1.217513909,1.435847602,1.313161574,1.324757325,1.248226672,1.071941549,0.977431205,0.961181513,0.962892093,0.738132953,0.570214687,0.623191026,0.592764958,0.578559932,0.556391261,0.520469241,0.501387044,0.50622229,0.532102174,0.545343038,0.673153896,0.678864776,0.653151211,0.647758015,0.708648145,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Malawi,MWI,1.373366013,1.689903846,2.694517297,4.065934066,1.758353708,1.274491682,0.936369615,0.743801653,0.638702327,0.717150979,0.858181141,0.763658147,0.618993409,0.613137618,0.575811491,0.440591433,0.574406266,0.508895278,0.582363054,0.323789982,0.361847121,0.406114395,0.338641669,0.332170301,0.275495027,0.303540644,0.301011297,0.290335696,0.448770023,0.74237366,0.552309217,0.538318181,0.593494429,0.674504498,0.510085444,0.468557774,0.543771637,0.809790589,0.580771278,0.450825278,0.452047625,0.530100139,0.589501502,0.760781549,0.834281208,0.730315165,0.933234953,1.16535784,1.024960483,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Malaysia,MYS,3.980772654,4.85466914,3.7111334,3.670515251,4.230134314,5.785152657,5.367615334,4.423371756,3.752357008,3.451658707,3.223733832,4.147499538,2.426112374,2.623701691,2.555403465,3.199283621,2.986421736,2.875245363,2.847115281,2.751345107,2.400564375,2.085558651,1.605335348,2.10148156,1.634675548,2.084922812,2.219131397,2.614806731,2.263061968,2.173929041,2.007597401,1.958502533,1.824843765,1.871486944,1.490210106,1.552853134,1.413330707,1.499295799,1.455113016,1.503898427,1.384334794,1.100334607,0.960104127,0.893413281,0.99965392,0.982646998,0.902025405,0.981466759,0.987556749,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mali,MLI,2.911534155,3.129584352,3.213957759,2.966101695,2.079295607,1.960761961,2.106794957,1.983660086,1.972607414,2.142416326,2.026768941,2.116786114,2.213468102,2.11201131,1.956494183,..,..,1.563793465,1.438026266,1.497017082,1.428410594,1.496852238,1.404632311,1.492289928,1.478649744,1.295172228,1.268850431,1.419333113,1.421998844,1.384312041,1.39141541,1.355034028,1.465714868,1.418664255,1.374566808,1.24103333,1.196405745,1.161379132,1.515933832,2.360174452,2.586130874,3.028601114,2.823595537,2.752716581,3.399558214,3.381775207,3.090917172,3.773641422,4.19814657,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,1.276251034,1.269183826,1.456257769,1.221066731,1.108184837,0.914918012,0.871119892,0.973183399,1.001961048,1.024059115,0.839629967,0.871057168,0.822349256,0.725207281,0.680640073,0.628078157,0.666190034,0.637560682,0.629824751,0.663925031,0.822526575,0.655773992,0.618983131,0.61335464,0.676723897,0.646212686,0.571705681,0.519475728,0.498340372,0.476026297,0.456932902,0.496660141,0.456702678,0.414176633,0.491258186,0.527674291,0.446085156,0.411834982,0.504866254,0.451123319,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,5.945895172,5.036762947,4.669586966,4.4897506,3.961136941,3.827926491,3.600512449,2.689066399,2.412423018,2.240861908,2.260154634,2.626341207,2.967260087,1.862440967,2.273637889,2.928005445,4.002384422,2.73938351,3.995275717,3.838120112,3.051555776,2.693647217,..,3.059333958,3.13532417,..,..,2.114974666,1.99659729,2.197095192,2.155572404,2.145487801,2.121098457,2.13128231,1.996333012,2.389269181,2.293994898,2.059038712,2.260480476,2.155046821,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mauritius,MUS,0.18707483,0.172730614,0.172579099,0.204842932,0.489249166,0.466745029,0.262260128,0.26913735,0.252089136,0.219641353,0.197969543,0.194038477,0.219642297,0.290016229,0.346095335,0.367421786,0.354424073,0.330254202,0.333145558,0.332825601,0.293390184,0.234078893,0.202814818,0.208135283,0.200718816,0.194580389,0.196270034,0.187102774,0.16621685,0.160674052,0.153856508,0.142725039,0.155952071,0.167777184,0.14868959,0.152035252,0.142794401,0.188733238,0.151017482,0.142301918,0.174701756,0.165376295,0.1563853,0.148796738,0.161615351,0.171377099,0.138698687,0.140489077,0.149590858,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mexico,MEX,0.598103574,0.534256205,0.504834431,0.505297474,0.416107383,0.513301014,0.495419418,0.522866314,0.65981906,0.676313139,0.634622463,0.580341889,0.536145374,0.517255829,0.433081035,0.435402301,0.469454656,0.400441267,0.476011477,0.411044545,0.435691078,0.417243861,0.405987605,0.420263794,0.408518138,0.40567921,0.39131639,0.386714352,0.348326583,0.34040465,0.297483414,0.383092432,0.373176756,0.478488796,0.433229899,0.447387,0.455502051,0.487642876,0.495321031,0.450742824,0.480046272,0.424849156,0.464611545,0.509337628,0.717690608,0.659404193,0.685819352,0.66037188,0.893257529,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.530067158,0.773794067,0.925966651,0.906693656,0.902772521,0.624855228,0.511299143,0.395141964,0.402592295,0.419846606,0.416381264,0.360979037,0.400235101,0.482634476,0.516193542,0.608535617,0.457886649,0.262879175,0.2729496,0.274079917,0.281261546,0.293185445,0.295624501,0.344191282,0.324532007,0.332323743,0.362122379,0.385463276,0.370579925,0.360059009,0.57061266,0.597780838,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,5.833885088,6.341243447,6.251195081,4.281385375,3.231535125,1.9094372,1.712362705,1.654355581,1.620505926,1.776947369,1.638734822,1.906537546,1.835012306,2.022480608,1.781658408,1.795567211,1.509694317,1.382730063,1.017285885,0.961656696,1.053272166,0.823306745,0.629698225,0.762997246,0.837270237,0.924305618,0.82231149,0.859725258,0.875507832,0.863910995,0.762153817,0.668952463,0.661538119,0.709909469,0.619505073,0.513936273,0.542565742,0.742307301,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.694363326,2.290713163,1.744058487,1.872182462,1.843761273,1.814347747,1.748969303,1.656461773,1.452261426,1.472272349,1.403717598,1.411280635,1.362776774,1.369294873,1.334411964,1.73802726,1.555280195,1.573037084,1.518751396,1.832535393,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Morocco,MAR,6.22043404,6.61977492,5.836808704,5.633462282,5.940072884,6.384593972,6.220868273,4.50565855,4.01819088,5.390435227,4.304459558,4.369314795,4.128515818,4.392917413,4.148825041,4.142842937,4.298048279,4.655571687,4.493819389,4.347410494,3.949092927,4.192659406,3.456334361,2.420763236,2.685172307,3.726135883,3.491787992,3.494207542,3.249467575,3.257996782,3.109796549,3.046953664,3.183501428,3.288651846,3.390796101,3.297495235,3.462750079,3.805782901,3.398458641,2.959997922,2.98211833,2.94588992,2.902888716,2.86579838,3.979697643,3.749756181,3.813412869,3.592634202,3.515753742,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mozambique,MOZ,..,..,..,..,1.857142857,2.785714286,2.81884058,3.540909091,4,3.282051282,3.209302326,3.506493506,3.012589928,3.373424971,2.389057751,1.862679557,2.129752791,2.059077165,2.463220129,1.093041954,0.894205564,0.862075979,0.887476839,0.89919114,0.933474909,0.895889123,0.899206141,0.907893698,0.978051637,0.701900109,0.603997651,0.63474573,0.647887786,0.687406496,0.869180246,0.813112432,0.833531162,0.918079927,0.96645825,0.826910016,0.91941317,0.984570978,1.30860719,1.38807982,2.022726119,1.911413531,2.208481201,1.928230857,1.993301156,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Myanmar,MMR,3.793706931,4.039773111,3.921383648,3.557580732,3.422129555,3.456820355,3.218260665,3.070369107,2.923671101,2.978263587,2.879142102,1.972400943,2.140852275,2.959106733,3.39589051,3.171004593,3.354517933,3.523108562,3.541121128,3.684832379,3.493427864,2.313722377,2.539624108,2.138950049,2.308512308,1.947858284,1.481871299,2.070814788,1.920069528,1.66965387,..,..,..,..,..,..,4.124803802,4.116334592,3.789534441,4.301360451,4.089297304,3.641948762,2.359790559,2.18974,3.123328839,4.07092299,4.170589428,3.753716125,6.794524852,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.421002689,5.615254952,4.25041876,2.464523758,1.751233873,1.947898631,1.903604024,2.301355143,2.321837245,3.124033069,2.706732799,3.00874088,2.617845379,2.624912883,2.527589681,2.645205301,2.501249398,2.610424557,3.137261574,3.374363684,3.514743975,3.574588955,3.166542591,3.206416324,4.32586724,4.528000168,3.971044925,3.5223885,3.332692284,3.297426314,3.480152592,3.226409227,2.910899591,2.746706989,2.734901954,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Nepal,NPL,0.856261176,0.892143089,0.858464253,0.911205724,1.032075714,0.99205332,1.089453982,1.252924973,1.220614369,1.195827162,1.182850684,1.159182012,0.883106075,0.901645551,0.877698698,0.868794915,0.857172504,0.83509013,0.792864588,0.767151167,0.733931489,0.71762797,0.755393439,0.771946007,0.783989813,0.960767214,1.266330781,1.392820508,1.568681238,1.687532181,1.530032597,1.353581693,1.399574055,1.439354981,1.36781609,1.350672855,1.24370217,1.340725874,1.433759798,1.368131024,1.469374613,1.484977185,1.349982193,1.235811353,1.323384465,1.215815949,1.157438425,1.071546356,0.979452474,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Netherlands,NLD,2.688909449,2.954457522,2.747070531,2.840232828,2.784298566,2.863119442,3.14147059,2.848584745,2.861724417,2.768218121,2.725119786,2.713467178,2.610909468,2.517403906,2.369019885,2.248531531,2.213002596,2.027829408,1.913060975,1.768737577,1.734549667,1.638181031,1.558533985,1.569751251,1.433420833,1.434750829,1.421552154,1.437946324,1.420689162,1.390832402,1.38651514,1.346874875,1.297100103,1.385809928,1.317528794,1.277261274,1.225525347,1.157208816,1.14761128,1.117860335,1.144499601,1.137214478,1.196141618,1.291808423,1.406077189,1.365374909,1.304199956,1.441365157,1.916425418,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,New Zealand,NZL,1.936032905,2.115898464,2.209871447,2.159636272,3.022790536,2.729375067,2.582858416,2.43835931,2.377624155,2.364626121,2.367587022,2.407276689,2.115672825,2.181289253,2.311181792,2.278798995,2.09692029,1.935701873,1.853368486,1.842496599,1.792662175,1.719473568,1.7105723,1.648475149,1.596616643,1.500372124,1.400275268,1.327582022,1.176795455,1.139906012,1.240827893,1.182071126,1.152764411,1.219811649,1.209919068,1.162349301,1.116372212,1.043923363,0.99814678,0.987950412,1.035528437,1.051953012,1.105433963,1.293263295,1.339950121,1.16477545,1.170898647,1.220648289,1.194046954,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Nicaragua,NIC,2.06736427,2.46546314,3.221945732,3.104786546,3.346180419,4.335591113,..,..,..,..,..,..,..,..,..,4.00221576,2.632753235,2.102325581,1.18950041,1.102820307,0.949704913,0.894669832,0.735362192,0.719492825,0.782751441,0.683524521,0.865165582,0.860737429,0.730793275,0.700404064,0.551255993,0.531726215,0.502058377,0.502751001,0.505472679,0.526411337,0.665903554,0.678614215,0.685091959,0.775537372,0.639876676,0.626510067,0.627172221,0.605020089,0.629971871,0.549759399,0.537113968,0.55465602,0.545131278,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Niger,NER,0.821773855,0.936634349,0.928173719,0.839124549,0.671391272,0.631753948,0.633484163,0.685198661,0.727756892,0.743835616,0.769503546,0.635210396,..,..,..,..,..,..,1.232371998,0.970976253,0.861401471,0.932594645,1.06122449,1.166908096,1.164610816,1.320159783,0.963347955,0.931763627,1.091187297,0.715211769,..,..,0.739446431,0.735262361,0.876503237,0.976041979,1.623984369,1.045231183,1.338598197,..,1.599646243,1.809842924,1.793808817,1.917336007,1.733607522,1.357300931,1.572976492,1.97616001,2.241775868,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Nigeria,NGA,5.791397834,6.02411791,5.326047763,4.322334079,3.29560374,2.77007205,2.267201692,2.219841303,1.556794834,1.436786264,1.311553647,0.769793676,0.884351296,0.579894648,0.833115306,0.773691292,0.564010709,0.933218302,0.781452288,0.483558767,0.406177812,0.435835755,0.548312393,0.85541563,0.543531645,0.780315877,0.954338045,0.570707545,0.490996769,0.397422937,0.348375434,0.370354831,0.489084135,0.505855628,0.539231118,0.579227031,0.50426493,0.469695305,0.414718777,0.417636538,0.432947785,0.430671219,0.506944517,0.459170524,0.632022913,1.012701927,0.650166692,0.842654277,0.555429367,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.813676742,2.128246944,2.098239761,1.713820606,1.85082146,6.100395628,2.645597519,2.341701159,2.380104071,2.029263306,1.836537687,1.950069695,1.742340869,1.688164562,1.382154611,1.2621871,1.225319662,1.169437189,1.0929608,0.993427692,0.970115978,0.895041407,0.943108733,1.159116286,1.24058657,1.453708891,1.580597547,1.693228155,2.103528634,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Norway,NOR,3.124029782,3.098176806,2.841318929,2.766545914,2.619018869,2.623972153,2.744592106,2.794971532,2.544434351,2.796000232,2.808417018,2.978324426,2.840755085,2.85732026,2.8339919,2.697551029,2.90717052,2.633618619,2.676981238,2.307457498,2.163042159,2.016051308,2.155827661,2.037880301,1.70442347,1.702231686,2.075319104,1.969404499,1.842434777,1.575884673,1.444668028,1.459172078,1.370333717,1.596909799,1.507627955,1.442527551,1.393189996,1.405252181,1.462279428,1.498123273,1.617343836,1.705153286,1.715297375,1.843735378,1.965983692,1.676321847,1.464369616,1.813147372,2.091241112,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Oman,OMN,23.00972521,18.78168568,20.94994192,15.64074734,14.90988131,15.71342565,16.66602922,17.15936989,16.89304168,15.56146605,15.86657759,13.20231493,13.69979842,12.5,12.39094146,11.06391029,12.1840929,11.5257307,11.7664526,10.96764772,9.40707829,9.357911159,8.216092167,7.516788219,7.085708783,8.195640371,8.100665655,7.962034987,7.860379597,7.714034109,7.099093619,6.717564317,4.960248224,6.072570475,5.648855165,6.452751081,10.58320315,9.747272601,8.860411814,9.571167303,10.56312623,8.413249952,8.267601442,7.439211908,8.030242505,6.623175199,5.264759082,5.525960965,5.594195319,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Pakistan,PAK,5.889471993,5.547411678,5.503299663,5.453274295,5.523244467,5.710870576,6.375717087,6.643798059,6.659491457,6.922133598,6.991656011,6.971880084,6.785810731,6.532725256,6.522320235,6.570952788,6.698187549,6.427312623,5.923548293,5.820225283,6.037166305,5.621216489,5.415095044,5.189899265,4.168722714,3.878933945,4.073770168,4.091427187,3.956034117,3.897019393,3.645255204,3.5119861,3.459371004,3.265223993,3.041893265,2.919243184,3.095773537,3.088020035,3.096579697,3.162986645,3.203776716,3.364449103,3.586961764,3.505840316,3.48667909,3.389238796,3.176832024,2.880799741,2.66760037,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,1.840980437,2.110985742,2.084910486,1.256359137,1.228547313,1.083474267,1.198645229,1.192556558,1.11575689,1.085592302,1.170170567,0.951292019,0.974136501,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Papua New Guinea,PNG,1.631258774,1.250088634,1.266449511,1.210309627,1.403083226,1.409638554,..,..,..,1.558878335,1.56493311,1.610783206,1.266286003,1.4965361,1.419133733,0.924685894,0.890351343,0.917458234,1.013205299,0.775516093,1.017311366,1.075353754,0.879220321,0.691394522,0.639107654,0.547294852,0.371637931,0.345763181,0.389122471,0.416637769,0.376920047,0.4116026,0.337014471,0.447943023,0.325144509,0.356925097,0.519471739,0.494549266,0.48441331,0.459900166,0.381076923,0.355034483,0.3302267,0.362698688,0.393261831,0.329678128,0.420977242,0.336863762,0.307995782,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Paraguay,PRY,2.989956507,2.888644655,2.958532318,2.026398262,2.181449221,2.527860183,3.803297575,3.645241799,3.508185177,3.757634843,3.804065638,2.773192333,3.195473445,2.425763756,2.131875856,2.829327005,2.368889977,2.178547665,2.046766371,2.283424569,2.063789937,1.685680307,1.543153715,1.388767852,1.244939454,1.074634817,0.971236933,0.825755372,0.877630064,0.7214804,0.793455135,0.741436848,0.683124275,0.753483712,0.750544859,0.844603851,0.964506788,0.96416726,0.986605392,1.067449349,0.950953302,0.892663231,0.961156153,0.973840384,1.027573427,0.918214619,0.871127145,0.922071976,0.933106144,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Peru,PER,5.676913015,8.214386993,6.199701937,3.35243553,4.55906822,3.984819734,5.112651646,4.845956354,3.35755814,3.870149096,3.349295541,3.411496045,2.185200963,2.19047619,2.682378792,2.019815931,2.507035047,2.746102469,2.47419794,2.635324099,2.502026598,1.996769968,2.016661342,1.930630719,1.788966849,1.75202013,1.541840221,1.509499498,1.382223536,1.581272686,1.456214926,1.303938254,1.246694882,1.529625724,1.476972039,1.371183055,1.483512793,1.643069051,1.602487622,1.745080549,1.321908399,1.26523967,1.18979117,1.205891462,1.316778304,1.164498774,1.135133507,1.235859952,0.90928868,..
